SiteID,CompanyCode,ARSubledgerCode,PartNumber,WarehouseCode,TransactionDate,LineNumber,TransactionType,ReferenceNumber,ReferenceDescription,Quantity,AllocationType,AllocationCompany,AllocationAccount,Notes,APSubledgerCode,SupplierCode,PurchaseOrderNumber,UnitCost,InventoryCost,ETLUserID,ETLDateCreated,ETLDateModified
ADVDAS,AD,AR,C1840,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,2.86,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,C1845,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,8,,,,,,,,0,2.79,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,C1850,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,1.93,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,C1860,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,2.41,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,C-20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,6,,,,,,,,0,0.165,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C2000INS,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,48,,,,,,,,0,1.22,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,C-32105,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,978,,,,,,,,0,0.342,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-32107,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,650,,,,,,,,0,0.45,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-32110,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,100,,,,,,,,0,0.626,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-43E15PM024,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,18.97,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-43E15PM040,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,19,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-43H15T,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,47.37,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,CABLE1/4,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,120,,,,,,,,0,0.19,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,CABLE1/8SS,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1115,,,,,,,,0,0.627,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,CABLE3/8,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,50,,,,,,,,0,0.32,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,CAL-BLUE1GAL,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,28.85,LUKE,2016-12-08 17:02:08,2016-12-08 17:02:08
ADVDAS,AD,AR,CAP-111046A,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,179,,,,,,,,0,0.53,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CAP-99191824,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,172,,,,,,,,0,0.386,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CAP-99191826,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,84,,,,,,,,0,0.637,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CAP-99191828,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,291,,,,,,,,0,0.313,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,C-BRC15/10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,31,,,,,,,,0,2.19,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-DRC15/10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,8,,,,,,,,0,2.032,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-EC10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,67,,,,,,,,0,0.421,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-EC15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,90,,,,,,,,0,0.553,LUKE,2016-12-08 17:02:01,2016-12-08 17:02:01
ADVDAS,AD,AR,C-EC20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,62,,,,,,,,0,0.786,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EC25,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,19,,,,,,,,0,0.972,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EC30,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,0.91,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EE1090,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,36,,,,,,,,0,1.337,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EE1590,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,22,,,,,,,,0,1.452,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EE2090,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,2.234,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-EE2590,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,12,,,,,,,,0,3.166,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-FA20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,1.332,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,C-FDS20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,6.208,LUKE,2016-12-08 17:02:02,2016-12-08 17:02:02
ADVDAS,AD,AR,CHAIN#12,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,100,,,,,,,,0,0.259,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CHAIN#14,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,220,,,,,,,,0,0.329,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CHAIN#16,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,74,,,,,,,,0,1.176,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,"CHECKVALVE1/2""",MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,27.35,LUKE,2016-12-08 17:02:09,2016-12-08 17:02:09
ADVDAS,AD,AR,CIRCPUMP115V-SS,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,224.64,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,CIRCPUMP230V,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,149.58,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,CIRCPUMP-FLANGE,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,15,,,,,,,,0,9.9,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,C-JB444,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,8.718,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-KOK50,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,47,,,,,,,,0,0.288,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-KOK75,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,30,,,,,,,,0,0.377,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-OB15/10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,5.556,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-OB20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,9.586,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,CONTACTOR COIL,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,12.75,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,COU4PVC,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,6.62,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,C-PS10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,355,,,,,,,,0,0.186,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-PS15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,267,,,,,,,,0,0.235,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-PS20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,133,,,,,,,,0,0.285,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-PS25,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,26,,,,,,,,0,0.349,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-PS30,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,217,,,,,,,,0,0.464,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,C-PS35,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,13,,,,,,,,0,0.532,LUKE,2016-12-08 17:02:03,2016-12-08 17:02:03
ADVDAS,AD,AR,CR-12S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,23.53,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-1572083,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,14.605,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-16501,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,4.197,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-16H,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,11,,,,,,,,0,4.379,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-17110RB,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,14.58,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-18H,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,7.74,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-22-503,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,7.46,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-2500R,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,-1,,,,,,,,0,11.43,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-265-0002,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,18,,,,,,,,0,5.81,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-265-1002,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,20,,,,,,,,0,3.1,LUKE,2016-12-08 17:02:11,2016-12-08 17:02:11
ADVDAS,AD,AR,CR-2809064,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,24.75,LUKE,2016-12-08 17:02:12,2016-12-08 17:02:12
ADVDAS,AD,AR,CR-554K,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,17.666,LUKE,2016-12-08 17:02:12,2016-12-08 17:02:12
ADVDAS,AD,AR,CR-7800,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,-6,,,,,,,,0,6.98,LUKE,2016-12-08 17:02:12,2016-12-08 17:02:12
ADVDAS,AD,AR,CR-78RB,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,2.6,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-806R,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,30.45,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-992,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,3.79,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-AV2001,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,31.45,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-AV2004,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,6.45,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-BRUSHRD,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,14,,,,,,,,0,20.764,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-BRUSHYEL,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,6.723,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-CC14A-15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,7.66,LUKE,2016-12-08 17:02:13,2016-12-08 17:02:13
ADVDAS,AD,AR,CR-CC14A-15X1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,33,,,,,,,,0,7.66,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-CC14A-25X.75,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,11.56,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-CC14SW-5,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,5,,,,,,,,0,4.84,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CRCPMP115V-3SPD,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,102.31,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,"CRCPMP-FLNG 1""",MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,12.69,LUKE,2016-12-08 17:02:10,2016-12-08 17:02:10
ADVDAS,AD,AR,CR-DP10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,9.28,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-GONGBR,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,8,,,,,,,,0,9.905,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-M21000,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,9.166,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-M21000X,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,9.26,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-ME100,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,11.828,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-ME200,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,11.406,LUKE,2016-12-08 17:02:14,2016-12-08 17:02:14
ADVDAS,AD,AR,CR-R2701,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,49.237,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,CR-RB16202,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,4.87,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,CR-SP031-48,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,16.5,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,CR-SP1010,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,13.89,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,C-SC20S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,24,,,,,,,,0,3.057,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-SLB10S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,2.509,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-SLB20S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,40,,,,,,,,0,2.751,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-SLB30S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,22,,,,,,,,0,3.618,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-SLB40S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,6.998,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-SRC15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,46,,,,,,,,0,2.854,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-ST10S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,14,,,,,,,,0,5.23,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-ST20S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,37,,,,,,,,0,3.495,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-ST30S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,24,,,,,,,,0,4.372,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-ST40S,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,7.72,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-TA10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,10,,,,,,,,0,0.513,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-TA15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,22,,,,,,,,0,0.832,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-TA20,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,29,,,,,,,,0,0.913,LUKE,2016-12-08 17:02:04,2016-12-08 17:02:04
ADVDAS,AD,AR,C-TA25,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,16,,,,,,,,0,1.152,LUKE,2016-12-08 17:02:05,2016-12-08 17:02:05
ADVDAS,AD,AR,C-TSRC10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,20,,,,,,,,0,3.261,LUKE,2016-12-08 17:02:05,2016-12-08 17:02:05
ADVDAS,AD,AR,C-TSRC15,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,23,,,,,,,,0,4.737,LUKE,2016-12-08 17:02:05,2016-12-08 17:02:05
ADVDAS,AD,AR,CVABS4,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,5.36,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,C-VSC15/10,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,12,,,,,,,,0,8.92,LUKE,2016-12-08 17:02:05,2016-12-08 17:02:05
ADVDAS,AD,AR,CW-985102,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,500,,,,,,,,0,0.08,LUKE,2016-12-08 17:02:15,2016-12-08 17:02:15
ADVDAS,AD,AR,CW-FGF4-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,9,,,,,,,,0,27.75,LUKE,2016-12-08 17:02:16,2016-12-08 17:02:16
ADVDAS,AD,AR,CW-W0304-0002,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,26,,,,,,,,0,0.72,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W0305-0006,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,28,,,,,,,,0,38.32,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W0305-0007,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,30,,,,,,,,0,30.096,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W209-3,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,319,,,,,,,,0,0.608,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W209-5,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,28,,,,,,,,0,13.88,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W209-6,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,82,,,,,,,,0,10.875,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W309-3,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,24,,,,,,,,0,45.712,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W309-3A,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,82,,,,,,,,0,55.712,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-W310-1,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,38,,,,,,,,0,3.154,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,CW-YB10021,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,7,,,,,,,,0,9.097,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,D110024,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,74.575,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,D249072,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,25.16,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,DEL-08,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,16,,,,,,,,0,5.645,LUKE,2016-12-08 17:02:17,2016-12-08 17:02:17
ADVDAS,AD,AR,DEL-14768,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,52,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-21959,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,139.2,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-21999,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,178.58,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-252141,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,26.92,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-358277,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,18.995,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-414567,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,33.61,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-780599601,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,3,,,,,,,,0,10.912,LUKE,2016-12-08 17:02:18,2016-12-08 17:02:18
ADVDAS,AD,AR,DEL-788,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,7.52,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-8218,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,4,,,,,,,,0,11.64,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830067901,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,7.04,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830092801,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,10.8,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830441480,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,28,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830442201,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,34,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830594701,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,42,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-830627706,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,2,,,,,,,,0,0,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-85850901,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,16,,,,,,,,0,7.136,LUKE,2016-12-08 17:02:19,2016-12-08 17:02:19
ADVDAS,AD,AR,DEL-90560902,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,107.35,LUKE,2016-12-08 17:02:20,2016-12-08 17:02:20
ADVDAS,AD,AR,DEL-90638584,MAIN,2016-12-08 00:00:00,01,CA,,Inventory Upload,1,,,,,,,,0,287.55,LUKE,2016-12-08 17:02:20,2016-12-08 17:02:20
